document,total_words,unique_words,top_words,top_tfidf,avg_tfidf
Nha_cong_tu_Bac_Lieu_-_Kien_truc_be_the_vuot_thoi_gian.txt,1755,680,"bạc, liêu, nhà, và, công_tử, của, là, với, được, hotel","công_tử, liêu, bạc, lieu, bac",0.0020548958415838184
Nha_tho_con_ga_a_Lat__iem_nhan_kien_truc_cua_xu_so_ngan_hoa.txt,1777,695,"nhà_thờ, đà, lạt, gà, con, là, ở, được, đến, của","nhà_thờ, lạt, đà, gà, chánh_tòa",0.0025282738105450956
Nha_tho_Con_Ga_a_Lat__Kham_pha_cong_trinh_kien_truc_ton_giao_oc_ao_-_MOTOGO.txt,2143,696,"nhà_thờ, và, của, gà, những, là, con, được, đà, lạt","nhà_thờ, gà, lạt, đà, và",0.0027575053611554956
Nha_tho_go_Kontum_hon_tram_tuoi_co_kinh_uy_nghiem.txt,777,415,"gỗ, nhà_thờ, tây, nguyên, được, là, kontum, của, ivivu, với","nhà_thờ, gỗ, ivivu, nguyên, tây",0.0026808258035142902
Nha_tho_uc_Ba__iem_du_lich_khong_the_bo_qua_khi_en_Sai_Gon.txt,1295,653,"nhà_thờ, đức, bà, là, và, được, của, có, tp, hcm","nhà_thờ, đức, bà, quận, nghé",0.002877567801326878
Nhung_iem_en_du_lich_hap_dan_o_ong_Van_noi_Cao_nguyen_a_ai_ngan_-_Tinh_Ha_Giang_-_TRIPMAP.txt,1606,808,"du_lịch, the, là, của, một, tripmap, of, và, đá, có","tripmap, the, of, hà_giang, du_lịch",0.002997620339454207
Nui_Ba_en__Wikipedia_tieng_Viet.txt,3443,1242,"núi, bà, năm, đen, tháng, ngày, tây, ninh, và, 1","núi, đen, bà, năm, tháng",0.003364626870729937
Nui_Cam_-_Khu_du_lich_Lam_Vien_Nui_Cam_An_Giang_-_Gia_ve_Cap_Treo.txt,2431,862,"núi, cấm, du_lịch, tour, là, tây, miền, và, an, ngày","cấm, núi, tour, vnđ, tây",0.002550913983110065
Nui_Chua_Chan__Wikipedia_tieng_Viet.txt,3234,994,"năm, tháng, ngày, núi, 2025, 10, 7, và, chứa_chan, truy_cập","chứa_chan, truy_cập, tháng, năm, núi",0.002456115159368303
Nui_Dinh_Vung_Tau_iem_en_sieu_ngau_cho_lan_au_trekking.txt,1982,817,"núi, dinh, bạn, là, của, những, có, đến, vũng_tàu, được","dinh, núi, vũng_tàu, mia, 000000",0.0033370866197952945
Nui_Dinh__Wikipedia_tieng_Viet.txt,1240,479,"núi, năm, ngày, tháng, 2023, dinh, là, 4, 10, bà","2023, núi, dinh, rịa, năm",0.002228823292016757
Nui_Ham_Rong_Sapa_-_Ngon_nui_hinh_au_rong_noi_tieng_cua_thanh_pho_mo_suong.txt,1719,713,"rồng, núi, hàm, bạn, sapa, vườn, hoa, tại, đá, được","hàm, rồng, sapa, núi, 000000",0.0027042961969573204
Nui_Langbiang__Wikipedia_tieng_Viet.txt,1647,682,"núi, và, của, có, là, biang, lạt, du_lịch, lang, đỉnh","biang, lang, langbiang, núi, lạt",0.0028988041949568645
Nui_Voi_Hai_Phong_-_iem_trekking_ngam_canh_danh_cho_hoi_yeu_kham_pha.txt,2766,904,"voi, núi, phòng, hải, và, là, các, của, những, từ","voi, núi, hải, phòng, và",0.0027328213919365963
oi_Cat_Mui_Ne_Thien_uong_cat_bay_tuyet_ep.txt,1761,666,"mũi, né, phan_thiết, vnd, khách_sạn, đồi, cát, bạn, du_lịch, và","né, mũi, phan_thiết, vnd, đồi",0.0019400408302173437
oi_che_Moc_Chau_-_iem_en_hap_dan_du_khach.txt,2332,745,"10, 2025, ngày, mộc, châu, chè, của, và, mới, du_lịch","chè, chào, mộc, 2025, châu",0.002961675761511678
oi_che_Moc_Chau_tua_tien_canh_trong_suong_som_-_Bao_VnExpress_Du_lich.txt,1557,530,"chè, châu, đồi, mộc, đến, những, là, xem, thêm, một","chè, mộc, đồi, châu, sương_mù",0.002614409418654746
ong_Phong_Nha__Wikipedia_tieng_Viet.txt,800,469,"và, động, nha, phong, hang, nhất, được, hang_động, có, các","thẩm, nha, động, phong, hang_động",0.0029229190501501917
ong_Thien_uong__Wikipedia_tieng_Viet.txt,825,480,"động, hang, thiên_đường, năm, và, nha, ngày, tháng, phong, trong","động, thiên_đường, hang, thẩm, 2010",0.002727562101084528
Pho_Co_Hoi_An_-_Thanh_pho_co_ep_hang_au_Chau_A_-_Vntrip.vn.txt,1947,745,"hội, an, khách_sạn, và, cổ, phố, nhà, của, những, trong","hội, an, khách_sạn, vntrip, phố",0.002664203396015006
Pho_co_Hoi_An__Wikipedia_tieng_Viet.txt,12053,2453,"hội, an, và, của, những, được, nhà, là, một, trong","tr, hội, an, và, nhà",0.004048999242487629
Pho_Hien_Hung_Yen__Di_san_vang_bong_mot_thoi_-_iVIVU.com.txt,796,413,"hiến, phố, của, là, ảnh, và, có, trong, người, yên","hiến, phố, ivivu, ảnh, tuổi_trẻ",0.0022220630340565742
Pho_i_bo_Bui_Vien__Kham_pha_pho_Tay_soi_ong_cua_em_Sai_thanh.txt,1877,681,"bùi, viện, phố, đi, với, là, những, tại, quán, có","bùi, viện, phố, khu_phố, quán",0.0027655770589778213
Phu_Quoc__Wikipedia_tieng_Viet.txt,7357,1497,"thuộc, năm, phú, quốc, dương, tỉnh, tháng, ngày, thành, khu_phố","khu_phố, đặc_khu, phú_quốc, quốc, phú",0.002782720199614627
Quan_ao_Cat_Ba__Wikipedia_tieng_Viet.txt,4410,1417,"cát, bà, các, và, có, là, của, đảo, được, biển","cát, bà, quần_đảo, các, vịnh",0.0037286631310412687
Quan_the_danh_thang_Trang_An_voi_ve_ep_hung_vi_an_tuong.txt,2503,856,"những, an, và, tràng, là, đến, với, bạn, động, có","tràng, thung, danh_thắng, an, động",0.003444487061617423
Quan_the_danh_thang_Trang_An__Wikipedia_tieng_Viet.txt,6737,1436,"và, an, tràng, các, là, của, động, di_sản, với, du_lịch","tràng, an, lư, di_sản, động",0.0031677642223144247
Quan_the_di_tich_Co_o_Hue__Wikipedia_tieng_Viet.txt,4746,1263,"là, huế, và, được, của, năm, vua, các, nguyễn, trong","huế, vua, là, miếu, lăng",0.0033827664234666235
"Quan_the_di_tich_va_danh_thang_Yen_Tu__Vinh_Nghiem__Con_Son,_Kiep_Bac__Wikipedia_tieng_Viet.txt",1487,480,"và, yên_tử, di_tích, là, quần_thể, di_sản, của, năm, thế_giới, tháng","yên_tử, kiếp, di_sản, nghiêm, quần_thể",0.0021224831487049703
Review_ai_Nam_Binh_Duong_-_iem_vui_choi_hot_nhat_dip_le.txt,2077,692,"và, dương, đại, đến, các, nam_bình, nam, là, có, du_khách","nam_bình, dương, đại, du_lịch_đại, và",0.0027724300265701937
Review_Bao_Tang_ieu_Khac_Cham_Kho_Tang_Nghe_Thuat_O_a_Nang_-_Klook_Blog.txt,1292,523,"đà_nẵng, bảo_tàng, chăm, điêu_khắc, 2025, đi, ở, có, 2, tham_quan","đà_nẵng, chăm, bảo_tàng, điêu_khắc, th10",0.002231842000544191
Review_Ganh_a_ia_Phu_Yen_va_nhung_trai_nghiem_thu_vi.txt,1575,615,"đá, gành, đĩa, những, phú, yên, và, bạn, là, để","gành, đĩa, đá, 000000, phú",0.0027658015480011063
Rung_tram_Tra_Su_-_he_sinh_thai_ngap_nuoc_vo_cung_phong_phu.txt,871,314,"rừng, tràm, du_lịch, của, một, đây, là, trà, sư, và","tràm, rừng, sư, trà, thực_vật",0.0020289785398507204
Ruong_bac_thang_Mu_Cang_Chai__buc_tranh_kiet_tac_cua_con_nguoi_va_thien_nhien.txt,719,381,"ruộng, những, một, mùa, của, và, bậc_thang, mù, cang, chải","ruộng, bậc_thang, mù, cang, thửa",0.0026453202013927155
Ruong_bac_thang_Mu_Cang_Chai__Wikipedia_tieng_Viet.txt,1947,871,"ruộng, chải, đền, mù, bậc_thang, cang, là, và, những, năm","ruộng, chải, mù, bậc_thang, cang",0.0032588664480117124
Ru_Nhau_Ve_ak_Nong_Tham_Quan_Thac_Dray_Sap.txt,1706,642,"thác, dray, sáp, đến, là, được, với, của, những, từ","dray, sáp, thác, đến, đắk",0.002257154024501057
Sam_Son__Wikipedia_tieng_Viet.txt,923,380,"sơn, năm, 2025, ngày, tháng, phường, sầm, tỉnh, thanh_hóa, của","sầm, hoằng, sơn, hđnd, thanh_hóa",0.0022030602886673905
Son_Tra__Wikipedia_tieng_Viet.txt,1470,627,"sơn_trà, và, năm, bán_đảo, tháng, là, 3, ngày, của, có","sơn_trà, bán_đảo, 2023, và, năm",0.002463103699847184
Suoi_nuoc_nong_Kim_Boi__Wikipedia_tieng_Viet.txt,299,207,"nước, với, suối, kim, bôi, ở, hòa, được, và, nóng","bôi, nước_khoáng, suối_khoáng, kim, sơ_khai",0.0021103694865559817
Tam_ao__Wikipedia_tieng_Viet.txt,1879,728,"núi, tam_đảo, hồ, sơn, và, là, ở, của, có, ba","tam_đảo, núi, sơn, hồ, và",0.003293881393256275
Tan_huong_nhung_trai_nghiem_oc_ao_o_cho_noi_Nga_Bay_Hau_Giang.txt,2066,763,"là, chợ_nổi, ngã, và, bảy, tây, miền, chợ, của, từ","chợ_nổi, bảy, ngã, chợ, ghe",0.0030861995868796343
Thac_amb'ri__Wikipedia_tieng_Viet.txt,1043,626,"thác, đa, đồng, đà, lạt, lâm, du_lịch, là, nam, m","thác, bri, đa, ia, lạt",0.0033858420388462986
Thac_Ban_Gioc_-_ve_ep_ky_vi_giua_non_nuoc_Cao_Bang.txt,1069,520,"là, thác, của, đến, trong, với, cao, làng, và, bản","giốc, thác, là, nghề, phia",0.0031696173109148724
Thac_Ban_Gioc__Wikipedia_tieng_Viet.txt,2225,879,"thác, bản, trung, quốc, của, giốc, là, và, ngày, chính","thác, giốc, bản, quốc, trung",0.0026625731747804073
Thac_Dai_Yem_iem_giai_nhiet_cho_mua_he_mat_lanh_tai_Moc_Chau.txt,524,295,"thác, của, mộc, châu, từ, du_khách, nước, được, khoảng, một","thác, dải_yếm, mộc, thống_kê, thủ_tục",0.002460575341731088
Thac_Dai_Yem_Moc_Chau__Dai_Lua_Trang_Giua_ai_Ngan_Tay_Bac_-_Ecotour.txt,1819,599,"tour, thác, và, châu, dải_yếm, mộc, đến, của, bắc, với","tour, dải_yếm, thác, mộc, mười",0.0020862541749125142
Thac_Lieng_Nung_tuyet_ep_thu_hut_tin_o_du_lich_o_Tay_Nguyen_-_iVIVU.com.txt,607,375,"thác, với, đến, nung, được, ảnh, ivivu, du_lịch, đây, liêng","thác, ivivu, liêng, nung, com",0.0027026859318603678
Thac_Mo_Binh_Phuoc_Kham_pha_ve_ep_hiem_co_kho_tim.txt,1301,538,"và, thác, mơ, phước, bạn, bình, những, đến, hồ, đi","mơ, thác, phước, và, 2023",0.002477340429966391
Thac_Pongour__Wikipedia_tieng_Viet.txt,1244,751,"thác, đồng, nam, lâm, là, đà, lạt, pongour, đa, việt","thác, pongour, lạt, ia, lâm",0.003697470823118187
Thac_Prenn__Wikipedia_tieng_Viet.txt,1472,810,"thác, prenn, đà, lạt, nam, đồng, và, một, nước, ở","thác, prenn, lạt, đà, ia",0.0035754173037673416
Thac_Tac_Tinh_-_Ban_tinh_ca_manh_liet_giua_nui_rung_Tay_Bac.txt,1519,584,"thác, tác, tình, những, và, của, đến, như, để, thiên_nhiên","tình, tác, thác, lai, những",0.0025445209590034715
Thac_ung__iem_en_Hap_Dan_O_Binh_Phuoc_Khong_The_Bo_Qua.txt,1763,472,"du_lịch, bình, châu, tour, ninh, sơn, vĩnh, an, giang, đồng","châu, bình, du_lịch, tour, ninh",0.0029169375674103805
Tham_quan_khu_di_tich_en_Hung-Phu_Tho_-_AllTours.txt,2699,837,"du_lịch, đền, hùng, có, là, núi, được, và, vua, li","du_lịch, hùng, đền, li, ch",0.0028013614608638987
Tham_quan_vuon_thu_Thao_Cam_Vien_Sai_Gon_-_Vntrip.vn.txt,1444,540,"thảo, khách_sạn, cầm_viên, và, sài_gòn, bạn, của, các, thú, 2","cầm_viên, thảo, khách_sạn, vntrip, sài_gòn",0.0017421057792758796
Thanh_co_Quang_Tri_-_iem_en_linh_thieng_luu_giu_ky_uc_hao_hung_qua_81_ngay_em_-_iVIVU.com.txt,842,466,"thành, được, là, cổ, quảng_trị, đến, ảnh, nơi, và, có","quảng_trị, thành, ivivu, cổ, ngày_đêm",0.00297181355161652
Thanh_ia_My_Son_-_Di_san_van_hoa_the_gioi_tai_Quang_Nam.txt,2411,776,"mỹ, sơn, vnd, thánh_địa, an, và, được, 10, là, các","vnd, thánh_địa, mỹ, sơn, an",0.002578636576706168
Thanh_ia_My_Son__Wikipedia_tieng_Viet.txt,3025,1113,"sơn, mỹ, các, và, tháp, đền, của, là, được, đã","sơn, tháp, đền, mỹ, kdt",0.0034929219955517374
Thanh_nha_Ho__Wikipedia_tieng_Viet.txt,5899,1582,"thành, hồ, và, nam, là, nhà, có, được, tây, năm","thành, hồ, đàn, nhà, đô",0.004117131777699501
Thao_Cam_Vien_Sai_Gon__Thien_uong_da_ngoai_giua_o_thi_phon_hoa.txt,1745,648,"và, giờ, từ, ở, có, cho, các, với, thú, xe","cầm_viên, thảo, thú, giờ, quận",0.0030817309904969817
Thap_Ba_Ponagar_Nha_Trang_Kinh_nghiem_tham_quan_tu_A-Z.txt,2209,810,"nha, trang, tháp, ponagar, bà, vnd, là, 1, 10, đến","ponagar, vnd, nha, tháp, trang",0.0022298008846405736
Thap_Nhan_Phu_Yen_voi_ve_ep_van_hoa_Champa_xua_cu__Antamtour.vn.txt,1829,676,"tháp, phú, nhạn, yên, là, đến, tour, công_trình, có, và","nhạn, tháp, phú, yên, chămpa",0.0020067654540912717
Thap_oi_Quy_Nhon_-_Quy_Nhon_Trip_-_iem_en_Quy_Nhon.txt,979,423,"tháp, của, quy, đôi, nhơn, và, là, được, trong, chăm","tháp, nhơn, quy, đôi, chăm",0.002191347712679423
"Thap_Po_Klong_Garai,_bieu_tuong_ac_sac_cua_van_hoa_Cham_Pa.txt",1658,682,"tháp, garai, po, klong, và, của, là, chăm, vào, đến","garai, klong, po, tháp, chăm",0.002330624016321277
Thap_Po_Klong_Garai__Wikipedia_tieng_Viet.txt,1596,781,"đền, tháp, garai, po, chùa, klong, vua, đình, kdt, và","garai, klong, po, kdt, đền",0.002981534107469246
Thung_Lung_Muong_Hoa_Tuyet_Tac_Thien_uong_Tai_Sapa.txt,1655,601,"hoa, thung_lũng, mường, của, là, và, những, đây, được, sapa","mường, thung_lũng, sapa, hoa, 52hz",0.0025521017460262605
Thung_Lung_Tinh_Yeu_iem_en_lang_man_va_ay_trai_nghiem.txt,1808,719,"và, tình_yêu, là, thung_lũng, những, đến, một, bạn, các, với","tình_yêu, thung_lũng, và, 000000, lạt",0.003174437669045616
"Thuong_lam_Ben_Nha_Rong,_vung_ky_uc_rang_ngoi_cua_lich_su_dan_toc.txt",1258,499,"bến, nhà, rồng, là, của, và, hồ, bạn, chí, minh","rồng, bến, nhà, 000000, bác",0.0025686332981846283
Top_6_Bai_Bien_Quy_Nhon_ep_Ngat_Ngay_Khong_The_Bo_Qua.txt,1945,656,"biển, những, nhơn, quy, và, bãi, là, với, bạn, đẹp","nhơn, biển, quy, bãi, những",0.0025198696630061423
Trai_nghiem_i_Cho_Noi_Long_Xuyen_-_An_Giang.txt,1200,489,"tour, chợ_nổi, miền, tây, du_lịch, ngày, long, xuyên, của, những","chợ_nổi, tour, miền, xuyên, tây",0.0023008170549269134
Trai_nghiem_i_Cho_Noi_Nga_Bay_-_iem_en_thu_vi_cua_Hau_Giang.txt,1219,526,"tour, miền, tây, chợ_nổi, du_lịch, ngày, ngã, bảy, một, của","chợ_nổi, bảy, tour, ngã, miền",0.00235717232666987
Trai_nghiem_i_Cho_Noi_Nga_Nam_-_iem_en_thu_vi_o_Soc_Trang.txt,1027,452,"miền, tour, tây, chợ_nổi, du_lịch, năm, ngày, ngã, từ, cần","chợ_nổi, tour, miền, tây, ngã",0.0020950438160346873
Trang_chu_-_Cong_thong_tin_Thanh_Pho_Ho_Chi_Minh.txt,1876,684,"hồ, chí, minh, tp, năm, 2025, thông_tin, ngày, ubnd, của","chí, minh, ubnd, tp, hồ",0.0025259815491726688
Trang_chu_-_VQG_Cat_Tien.txt,578,318,"cát, tiên, rừng, và, nam, vqg, trong, của, việt, quốc_gia","cát, tiên, vqg, 84, rừng",0.0024215324119314305
"Trekking_Hang_En,_hanh_trinh_kham_pha_thien_nhien_hoang_so.txt",2431,791,"hang, và, én, những, trong, là, đến, bạn, để, một","én, hang, và, trekking, những",0.0027227141947108206
Tron_bo_kinh_nghiem_du_lich_vuon_Quoc_gia_Phong_Nha_Ke_Bang.txt,18428,1916,"khám_phá, và, du_lịch, nhất, hà_nội, biển, 2025, top, của, gì","khám_phá, top, hà_nội, đặc_sản, gì",0.00422807047566469
uong_len_cong_troi_Sapa_-_Noi_thien_uong_trong_may_ai_ngan.txt,1000,471,"sapa, trời, những, cổng, nơi, vào, với, 000000, bạn, đèo","sapa, 000000, trời, cổng, ngày_tháng",0.0025133002355318852
Ve_An_Giang_ghe_tham_cho_noi_Long_Xuyen_mien_song_nuoc.txt,687,357,"miền, chợ_nổi, ghe, trên, là, được, 1900, long, để, nam","chợ_nổi, ghe, 1900, ivivu, bẹo",0.0023937133954892143
Vieng_tham_en_Tran_Nam_inh_-_cam_nhan_net_ep_Viet.txt,2111,757,"đền, trần, nam, và, định, là, các, có, của, được","đền, trần, định, ấn, nam",0.002704693248429786
Vinh_Ha_Long__Wikipedia_tieng_Viet.txt,13210,2567,"vịnh, và, năm, hạ_long, tháng, ngày, của, là, trong, có","vịnh, hạ_long, năm, và, đảo",0.003644209424564309
Vinh_Lan_Ha__Wikipedia_tieng_Viet.txt,365,221,"vịnh, lan, cát, hạ, có, được, bà, bãi, là, đảo","vịnh, lan, hạ, cát, địa_lý",0.0019581051913808265
"VUON_QUOC_GIA_BACH_MA,_vuon_quoc_gia_bach_ma.txt",294,192,"vườn, bạch, mã, quốc_gia, du_lịch, 2025, cho, và, dịch_vụ, tham_quan","thư_viện, thông_báo, mã, bạch, vườn",0.0018792845473603052
Vuon_quoc_gia_Bach_Ma__Wikipedia_tieng_Viet.txt,535,329,"vườn, bạch, mã, và, loài, quốc_gia, huế, được, ngày, với","mã, bạch, loài, huế, vườn",0.0027379654828497686
Vuon_quoc_gia_Ba_Be__Wikipedia_tieng_Viet.txt,1727,707,"vườn, quốc_gia, hồ, có, là, loài, ba, và, bể, khu","vườn, bể, quốc_gia, 2003, loài",0.002787668250063539
Vuon_Quoc_Gia_Ba_Vi_-_iem_du_lich_sieu_chat_gan_trung_tam_thu_o_-_Vntrip.vn.txt,2130,729,"ba, vì, khách_sạn, du_lịch, bạn, quốc_gia, vườn, 4, khu, là","vì, ba, khách_sạn, vntrip, 000đ",0.0028094859889342726
Vuon_quoc_gia_Ben_En__Wikipedia_tieng_Viet.txt,599,381,"thanh_hóa, quốc_gia, vườn, en, có, bình, bến, nam, ngày, tháng","en, thanh_hóa, quốc_gia, bến, vườn",0.002905941266463138
Vuon_quoc_gia_Cat_Tien__Wikipedia_tieng_Viet.txt,2321,942,"cát, tiên, sơn, đền, của, là, nam, hồ, và, bình","kdt, cát, đền, tiên, tê_giác",0.004003417197444655
Vuon_quoc_gia_Cuc_Phuong_Rung_nguyen_sinh_ep_nhat_Viet_Nam.txt,2083,578,"và, dự_án, môi_trường, ninh, bình, thứ, cúc, phương, huyện, 2025","cúc, dự_án, tài_nguyên, môi_trường, đất_đai",0.0026846646339231677
Vuon_quoc_gia_Cuc_Phuong__Wikipedia_tieng_Viet.txt,4725,1453,"và, cúc, phương, loài, có, là, các, của, trong, vườn","cúc, phương, loài, và, bảo_tồn",0.0035012333834153254
Vuon_Quoc_Gia_Nui_Chua_Khu_du_tru_sinh_quyen_moi_cua_the_gioi.txt,1562,608,"núi, chúa, vườn, quốc_gia, là, loài, có, với, được, và","chúa, núi, quốc_gia, vườn, loài",0.0028128107678473714
Vuon_quoc_gia_Nui_Chua__Wikipedia_tieng_Viet.txt,2588,796,"và, núi, có, các, là, ở, nam, chúa, phía, đông","chúa, núi, và, có, khô_hạn",0.003183942188795022
Vuon_quoc_gia_Phong_Nha__Ke_Bang__Wikipedia_tieng_Viet.txt,12532,2449,"và, nha, phong, năm, các, tháng, là, có, kẻ, động","nha, phong, bàng, kẻ, động",0.0033743686699419227
Vuon_quoc_gia_Tram_Chim__Wikipedia_tieng_Viet.txt,3181,1103,"chim, ha, loài, là, và, tràm, khoảng, những, trong, của","chim, tràm, repens, trầm_tích, ha",0.003144284062316843
"Vuon_quoc_gia_Xuan_Thuy,_khu_RAMSAR_oc_nhat_tai_Nam_inh.txt",1896,740,"vườn, quốc_gia, bạn, các, nam, và, xuân_thủy, của, đến, tại","xuân_thủy, vườn, quốc_gia, 000000, định",0.003270520688805088
Vuon_quoc_gia_Xuan_Thuy__Wikipedia_tieng_Viet.txt,1777,785,"loài, và, của, các, là, có, chim, vườn, trong, quốc_gia","xuân_thủy, loài, chim, mỏ, ngập",0.003305053989451426
"Vuon_quoc_gia_YokDon,_iem_en_voi_nhung_trai_nghiem_kho_quen.txt",1543,629,"vườn, yokdon, quốc_gia, bạn, có, được, và, của, đến, những","yokdon, vườn, quốc_gia, 000000, vnđ",0.0021518119147259256
Vuon_quoc_gia_Yok_on__Chon_bong_lai_giua_nui_rung_Tay_Nguyen__Xanh_SM.txt,2145,755,"yok, đôn, quốc_gia, vườn, là, và, đến, của, có, don","yok, đôn, don, quốc_gia, vườn",0.0022592329531415274
[A_-_Z]_Trai_nghiem_&_kinh_nghiem_du_lich_nui_Ba_en_Tay_Ninh.txt,7546,1603,"núi, tây, ninh, 000, bà, và, đen, của, những, về","núi, ninh, vnđ, bà, đen",0.003570452775720325
